Timestamp	Open	Low	High	Close	Volume	IsGap	IsAuction	Classes	
1600078020	99305	99305	99340	99340	0	true	false	
1600078020	99340	99340	99375	99375	0	true	false	
1600078020	99375	99375	99410	99410	0	true	false	
1600078080	99410	99340	99445	99340	7203	true	false	
1600078081	99340	99305	99340	99305	904	true	false	
1600078201	99305	99270	99375	99375	11187	true	false	
1600078238	99375	99305	99405	99305	4402	true	false	
1600078246	99305	99300	99375	99375	566	true	false	
1600078264	99375	99305	99385	99305	1232	true	false	
1600078328	99305	99270	99375	99375	4871	true	false	
1600078343	99375	99335	99410	99410	2307	true	false	
1600078363	99410	99375	99445	99445	2582	true	false	
1600078475	99445	99395	99480	99480	10876	true	false	
1600078476	99480	99475	99515	99515	114	true	false	
1600078477	99515	99495	99550	99550	1773	true	false	
1600078513	99550	99480	99585	99585	11210	true	false	
1600078533	99585	99555	99620	99620	3943	true	false	
1600078534	99620	99610	99655	99655	693	true	false	
1600078566	99655	99585	99690	99585	9028	true	false	
1600078566	99585	99550	99595	99550	448	true	false	
1600078612	99550	99515	99595	99515	6366	true	false	
1600078630	99515	99510	99585	99585	1771	true	false	
1600078633	99585	99580	99620	99620	447	true	false	
1600078647	99620	99550	99625	99550	1289	true	false	
1600078652	99550	99515	99555	99515	684	true	false	
1600078787	99515	99480	99575	99480	9638	true	false	
1600078792	99480	99445	99500	99445	1221	true	false	
1600078820	99445	99410	99480	99410	6048	true	false	
1600078850	99410	99385	99480	99480	3679	true	false	
1600078881	99480	99410	99485	99410	1763	true	false	
1600078888	99410	99375	99410	99375	1287	true	false	
1600078928	99375	99370	99445	99445	2988	true	false	
1600078981	99445	99375	99460	99375	2871	true	false	
1600079027	99375	99340	99405	99340	3555	true	false	
1600079055	99340	99320	99410	99410	3448	true	false	
1600079061	99410	99405	99445	99445	940	true	false	
1600079087	99445	99425	99480	99480	2360	true	false	
1600079159	99480	99410	99510	99410	6518	true	false	
1600079167	99410	99375	99415	99375	1299	true	false	
1600079172	99375	99340	99375	99340	1215	true	false	
1600079203	99340	99305	99360	99305	2796	true	false	
1600079206	99305	99270	99345	99270	1435	true	false	
1600079272	99270	99235	99315	99235	8500	true	false	
1600079317	99235	99220	99305	99305	4458	true	false	
1600079324	99305	99295	99340	99340	1278	true	false	
1600079336	99340	99330	99375	99375	1667	true	false	
1600079357	99375	99355	99410	99410	2950	true	false	
1600079413	99410	99360	99445	99445	6183	true	false	
1600079414	99445	99445	99480	99480	275	true	false	
1600079455	99480	99410	99515	99515	4830	true	false	
1600079468	99515	99445	99525	99445	2101	true	false	
1600079477	99445	99410	99460	99410	1212	true	false	
1600079479	99410	99375	99415	99375	343	true	false	
1600079485	99375	99340	99400	99340	2015	true	false	
1600079500	99340	99305	99375	99305	2474	true	false	
1600079509	99305	99270	99315	99270	1956	true	false	
1600079523	99270	99235	99290	99235	2755	true	false	
1600079565	99235	99200	99270	99200	6958	true	false	
1600079572	99200	99165	99220	99165	1350	true	false	
1600079592	99165	99130	99195	99130	4288	true	false	
1600079610	99130	99115	99200	99200	3599	true	false	
1600079619	99200	99165	99235	99235	1868	true	false	
1600079622	99235	99205	99270	99270	610	true	false	
1600079645	99270	99230	99305	99305	3191	true	false	
1600079664	99305	99235	99325	99235	2661	true	false	
1600079683	99235	99200	99260	99200	2239	true	false	
1600079689	99200	99165	99215	99165	679	true	false	
1600079693	99165	99130	99180	99130	1001	true	false	
1600079745	99130	99095	99190	99095	9165	true	false	
1600079777	99095	99090	99165	99165	5233	true	false	
1600079799	99165	99135	99200	99200	2165	true	false	
1600079806	99200	99130	99210	99130	858	true	false	
1600079826	99130	99105	99200	99200	2180	true	false	
1600079840	99200	99180	99235	99235	1695	true	false	
1600079856	99235	99165	99255	99165	1609	true	false	
1600079858	99165	99130	99165	99130	231	true	false	
1600079881	99130	99095	99170	99095	2403	true	false	
1600079882	99095	99060	99095	99060	853	true	false	
1600079885	99060	99025	99070	99025	1407	true	false	
1600079900	99025	99015	99095	99095	4625	true	false	
1600079913	99095	99025	99110	99025	1597	true	false	
1600079955	99025	99005	99095	99095	4463	true	false	
1600079957	99095	99095	99130	99130	208	true	false	
1600079974	99130	99060	99145	99060	1810	true	false	
1600079990	99060	99055	99130	99130	1143	true	false	
1600080046	99130	99080	99165	99165	5200	true	false	
1600080050	99165	99155	99200	99200	718	true	false	
1600080051	99200	99200	99235	99235	318	true	false	
1600080055	99235	99225	99270	99270	1119	true	false	
1600080060	99270	99260	99305	99305	1740	true	false	
1600080079	99305	99235	99340	99235	4868	true	false	
1600080095	99235	99200	99270	99200	1985	true	false	
1600080127	99200	99190	99270	99270	2766	true	false	
1600080135	99270	99255	99305	99305	1141	true	false	
1600080138	99305	99300	99340	99340	584	true	false	
1600080245	99340	99270	99370	99270	8732	true	false	
1600080249	99270	99235	99270	99235	671	true	false	
1600080274	99235	99200	99265	99200	2930	true	false	
1600080305	99200	99185	99270	99270	3334	true	false	
1600080319	99270	99260	99305	99305	1351	true	false	
1600080326	99305	99300	99340	99340	935	true	false	
1600080336	99340	99320	99375	99375	1303	true	false	
1600080349	99375	99305	99380	99305	1848	true	false	
1600080360	99305	99270	99315	99270	1323	true	false	
1600080417	99270	99255	99340	99340	3303	true	false	
1600080454	99340	99310	99375	99375	2519	true	false	
1600080463	99375	99365	99410	99410	1388	true	false	
1600080484	99410	99395	99445	99445	3287	true	false	
1600080529	99445	99375	99480	99375	5333	true	false	
1600080536	99375	99340	99390	99340	1080	true	false	
1600080542	99340	99305	99340	99305	1055	true	false	
1600080548	99305	99270	99305	99270	895	true	false	
1600080581	99270	99250	99340	99340	2922	true	false	
1600080583	99340	99340	99375	99375	234	true	false	
1600080609	99375	99350	99410	99410	3219	true	false	
1600080671	99410	99340	99445	99340	4784	true	false	
1600080679	99340	99330	99410	99410	1030	true	false	
1600080684	99410	99405	99445	99445	324	true	false	
1600080805	99445	99375	99480	99375	8172	true	false	
1600080835	99375	99340	99410	99340	2263	true	false	
1600080840	99340	99305	99355	99305	1011	true	false	
1600080850	99305	99270	99330	99270	1778	true	false	
1600080854	99270	99235	99275	99235	1150	true	false	
1600080893	99235	99200	99265	99200	4816	true	false	
1600080935	99200	99165	99265	99165	4662	true	false	
1600080935	99165	99130	99165	99130	126	true	false	
1600080938	99130	99095	99155	99095	1776	true	false	
1600080960	99095	99060	99165	99165	4766	true	false	
1600080964	99165	99155	99200	99200	440	true	false	
1600080964	99200	99200	99235	99235	396	true	false	
1600080975	99235	99230	99270	99270	1753	true	false	
1600080992	99270	99260	99305	99305	2221	true	false	
1600081024	99305	99270	99340	99340	2521	true	false	
1600081121	99340	99270	99350	99270	5365	true	false	
1600081155	99270	99240	99340	99340	2461	true	false	
1600081162	99340	99340	99375	99375	1066	true	false	
1600081191	99375	99305	99400	99305	2604	true	false	
1600081320	99305	99270	99325	99270	1040	true	false	
1600081320	99270	99235	99270	99235	0	true	false	
1600081330	99235	99200	99240	99200	896	true	false	
1600081350	99200	99165	99225	99165	1173	true	false	
1600081378	99165	99150	99235	99235	2403	true	false	
1600081432	99235	99170	99270	99270	3963	true	false	
1600081465	99270	99260	99305	99305	2549	true	false	
1600081558	99305	99235	99335	99235	4677	true	false	
1600081577	99235	99210	99305	99305	1444	true	false	
1600081581	99305	99305	99340	99340	683	true	false	
1600081624	99340	99270	99350	99270	2419	true	false	
1600081627	99270	99235	99270	99235	208	true	false	
1600081655	99235	99200	99265	99200	1385	true	false	
1600081736	99200	99165	99255	99165	4705	true	false	
1600081806	99165	99135	99235	99235	5490	true	false	
1600081856	99235	99180	99270	99270	2936	true	false	
1600081862	99270	99245	99305	99305	717	true	false	
1600081891	99305	99275	99340	99340	3019	true	false	
1600081901	99340	99270	99345	99270	707	true	false	
1600081905	99270	99235	99270	99235	427	true	false	
1600081924	99235	99200	99235	99200	1855	true	false	
1600081946	99200	99165	99220	99165	1379	true	false	
1600081972	99165	99130	99185	99130	2144	true	false	
1600081982	99130	99095	99135	99095	1755	true	false	
1600082022	99095	99090	99165	99165	3498	true	false	
1600082055	99165	99095	99195	99095	2402	true	false	
1600082076	99095	99060	99120	99060	1808	true	false	
1600082082	99060	99035	99130	99130	1713	true	false	
1600082082	99130	99130	99165	99165	80	true	false	
1600082148	99165	99100	99200	99200	6125	true	false	
1600082157	99200	99195	99235	99235	1396	true	false	
1600082174	99235	99220	99270	99270	2322	true	false	
1600082182	99270	99270	99305	99305	1192	true	false	
1600082243	99305	99260	99340	99340	5436	true	false	
1600082252	99340	99270	99350	99270	1438	true	false	
1600082312	99270	99240	99340	99340	3486	true	false	
1600082349	99340	99285	99375	99375	2939	true	false	
1600082402	99375	99350	99410	99410	4534	true	false	
1600082404	99410	99405	99445	99445	859	true	false	
1600082434	99445	99375	99475	99375	4331	true	false	
1600082506	99375	99340	99435	99340	4728	true	false	
1600082587	99340	99320	99410	99410	4694	true	false	
1600082689	99410	99340	99445	99445	6624	true	false	
1600082707	99445	99435	99480	99480	1651	true	false	
1600082716	99480	99475	99515	99515	2533	true	false	
1600082761	99515	99465	99550	99550	4768	true	false	
1600082792	99550	99495	99585	99585	5212	true	false	
1600082800	99585	99565	99620	99620	1424	true	false	
1600082848	99620	99550	99655	99550	6397	true	false	
1600082871	99550	99515	99565	99515	2159	true	false	
1600082891	99515	99510	99585	99585	1679	true	false	
1600082990	99585	99515	99620	99515	6878	true	false	
1600083047	99515	99495	99585	99585	6790	true	false	
1600083153	99585	99515	99605	99515	7168	true	false	
1600083166	99515	99480	99530	99480	1594	true	false	
1600083201	99480	99445	99530	99445	4460	true	false	
1600083218	99445	99410	99470	99410	2354	true	false	
1600083244	99410	99375	99440	99375	3993	true	false	
1600083252	99375	99340	99385	99340	1737	true	false	
1600083259	99340	99305	99345	99305	1573	true	false	
1600083260	99305	99270	99305	99270	712	true	false	
1600083402	99270	99235	99330	99235	14647	true	false	
1600083468	99235	99200	99290	99200	5542	true	false	
1600083532	99200	99165	99250	99165	5505	true	false	
1600083590	99165	99130	99225	99130	4587	true	false	
1600083590	99130	99095	99130	99095	152	true	false	
1600083620	99095	99060	99155	99060	6507	true	false	
1600083640	99060	99025	99085	99025	4289	true	false	
1600083641	99025	99010	99095	99095	1177	true	false	
1600083840	99095	99025	99130	99130	7084	true	false	
1600083840	99130	99130	99165	99165	0	true	false	
1600083840	99165	99165	99200	99200	0	true	false	
1600083840	99200	99200	99235	99235	0	true	false	
1600083840	99235	99235	99270	99270	0	true	false	
1600083840	99270	99270	99305	99305	0	true	false	
1600083846	99305	99305	99340	99340	608	true	false	
1600083850	99340	99340	99375	99375	819	true	false	
1600083897	99375	99305	99395	99305	4429	true	false	
1600083922	99305	99270	99355	99270	4100	true	false	
1600083940	99270	99235	99275	99235	2118	true	false	
1600084010	99235	99205	99305	99305	5326	true	false	
1600084043	99305	99235	99325	99235	2481	true	false	
1600084055	99235	99200	99255	99200	1262	true	false	
1600084081	99200	99180	99270	99270	2541	true	false	
1600084087	99270	99270	99305	99305	663	true	false	
1600084095	99305	99290	99340	99340	1118	true	false	
1600084107	99340	99330	99375	99375	1979	true	false	
1600084173	99375	99305	99390	99305	3899	true	false	
1600084209	99305	99280	99375	99375	1765	true	false	
1600084249	99375	99305	99410	99305	3857	true	false	
1600084308	99305	99270	99355	99270	2642	true	false	
1600084338	99270	99250	99340	99340	1941	true	false	
1600084362	99340	99270	99360	99270	1523	true	false	
1600084384	99270	99235	99280	99235	1831	true	false	
1600084625	99235	99205	99305	99305	9819	true	false	
1600084641	99305	99305	99340	99340	1464	true	false	
1600084691	99340	99320	99375	99375	3412	true	false	
1600084711	99375	99365	99410	99410	1349	true	false	
1600084760	99410	99395	99445	99445	3627	true	false	
1600084868	99445	99375	99470	99375	7054	true	false	
1600084870	99375	99340	99375	99340	577	true	false	
1600084883	99340	99335	99410	99410	1599	true	false	
1600084892	99410	99395	99445	99445	611	true	false	
1600084945	99445	99405	99480	99480	3367	true	false	
1600084983	99480	99435	99515	99515	3717	true	false	
1600085053	99515	99500	99550	99550	4963	true	false	
1600085091	99550	99535	99585	99585	2438	true	false	
1600085092	99585	99585	99620	99620	302	true	false	
1600085093	99620	99620	99655	99655	289	true	false	
1600085107	99655	99625	99690	99690	5085	true	false	
1600085113	99690	99675	99725	99725	2203	true	false	
1600085125	99725	99685	99760	99760	3581	true	false	
1600085183	99760	99700	99795	99795	9067	true	false	
1600085197	99795	99725	99810	99725	2293	true	false	
1600085242	99725	99705	99795	99795	2940	true	false	
1600085257	99795	99725	99800	99725	1430	true	false	
1600085277	99725	99705	99795	99795	1933	true	false	
1600085289	99795	99725	99825	99725	2569	true	false	
1600085298	99725	99700	99795	99795	1591	true	false	
1600085325	99795	99725	99825	99725	2510	true	false	
1600085325	99725	99690	99725	99690	125	true	false	
1600085331	99690	99655	99700	99655	1477	true	false	
1600085344	99655	99620	99675	99620	2875	true	false	
1600085346	99620	99585	99620	99585	325	true	false	
1600085443	99585	99550	99650	99550	10519	true	false	
1600085473	99550	99515	99585	99515	3870	true	false	
1600085488	99515	99480	99530	99480	1533	true	false	
1600085503	99480	99445	99500	99445	2949	true	false	
1600085518	99445	99440	99515	99515	1858	true	false	
1600085619	99515	99470	99550	99550	6786	true	false	
1600085762	99550	99480	99585	99480	7875	true	false	
1600085770	99480	99445	99490	99445	1404	true	false	
1600085826	99445	99410	99485	99410	4446	true	false	
1600085921	99410	99375	99480	99480	5630	true	false	
1600085950	99480	99410	99505	99410	2450	true	false	
1600085967	99410	99375	99410	99375	1722	true	false	
1600086015	99375	99370	99445	99445	2287	true	false	
1600086037	99445	99375	99460	99375	1374	true	false	
1600086055	99375	99340	99380	99340	1986	true	false	
1600086127	99340	99325	99410	99410	3717	true	false	
1600086149	99410	99400	99445	99445	1397	true	false	
1600086300	99445	99395	99480	99480	6328	true	false	
1600086313	99480	99480	99515	99515	1735	true	false	
1600086356	99515	99445	99545	99445	4537	true	false	
1600086401	99445	99410	99475	99410	2223	true	false	
1600086420	99410	99375	99415	99375	1678	true	false	
1600086598	99375	99340	99430	99340	7411	true	false	
1600086883	99340	99310	99410	99410	7285	true	false	
1600086893	99410	99405	99445	99445	521	true	false	
1600086908	99445	99435	99480	99480	1036	true	false	
1600087167	99480	99430	99515	99515	8363	true	false	
1600087200	99515	99500	99550	99550	2342	true	false	
1600087205	99550	99540	99585	99585	1337	true	false	
1600087216	99585	99575	99620	99620	2397	true	false	
1600087264	99620	99575	99655	99655	3845	true	false	
1600087288	99655	99645	99690	99690	2673	true	false	
1600087365	99690	99620	99705	99620	5689	true	false	
1600087473	99620	99585	99660	99585	4816	true	false	
1600087620	99585	99550	99595	99550	2087	true	false	
1600087660	99550	99515	99585	99515	1423	true	false	
1600087747	99515	99495	99585	99585	3755	true	false	
1600087801	99585	99520	99620	99620	2833	true	false	
1600087805	99620	99600	99655	99655	769	true	false	
1600087821	99655	99585	99660	99585	1739	true	false	
1600087855	99585	99550	99600	99550	1598	true	false	
1600087969	99550	99515	99590	99515	4309	true	false	
1600088058	99515	99480	99535	99480	3548	true	false	
1600088413	99480	99450	99550	99550	12568	true	false	
1600088514	99550	99515	99585	99585	4719	true	false	
1600088517	99585	99585	99620	99620	410	true	false	
1600088572	99620	99610	99655	99655	3737	true	false	
1600088590	99655	99630	99690	99690	1551	true	false	
1600088654	99690	99655	99725	99725	3923	true	false	
1600088702	99725	99655	99730	99655	2221	true	false	
1600089022	99655	99625	99725	99725	12542	true	false	
1600089022	99725	99725	99760	99760	33	true	false	
1600089043	99760	99735	99795	99795	3996	true	false	
1600089122	99795	99730	99830	99830	7444	true	false	
1600089130	99830	99760	99835	99760	2216	true	false	
1600089150	99760	99725	99770	99725	2027	true	false	
1600089238	99725	99690	99765	99690	5765	true	false	
1600089257	99690	99655	99705	99655	1684	true	false	
1600089401	99655	99640	99725	99725	9365	true	false	
1600089435	99725	99680	99760	99760	2135	true	false	
1600089446	99760	99755	99795	99795	1219	true	false	
1600089453	99795	99790	99830	99830	878	true	false	
1600089489	99830	99760	99850	99760	4349	true	false	
1600089632	99760	99725	99795	99725	5562	true	false	
1600089641	99725	99690	99740	99690	1866	true	false	
1600089661	99690	99655	99700	99655	1684	true	false	
1600090272	99655	99620	99720	99620	19002	true	false	
1600090321	99620	99615	99690	99690	2363	true	false	
1600090384	99690	99665	99725	99725	2465	true	false	
1600090443	99725	99655	99730	99655	2033	true	false	
1600090626	99655	99645	99725	99725	4752	true	false	
1600090783	99725	99685	99760	99760	4670	true	false	
1600090818	99760	99690	99770	99690	2505	true	false	
1600090833	99690	99685	99760	99760	816	true	false	
1600091082	99760	99690	99785	99690	9852	true	false	
1600091274	99690	99655	99715	99655	6836	true	false	
1600091381	99655	99650	99725	99725	2537	true	false	
1600091414	99725	99700	99760	99760	1554	true	false	
1600091476	99760	99755	99795	99795	4237	true	false	
1600091486	99795	99785	99830	99830	1205	true	false	
1600091700	99830	99760	99835	99760	3922	true	false	
1600091700	99760	99725	99760	99725	0	true	false	
1600091721	99725	99690	99740	99690	993	true	false	
1600091882	99690	99655	99705	99655	5623	true	false	
1600091989	99655	99650	99725	99725	3300	true	false	
1600092026	99725	99720	99760	99760	2996	true	false	
1600092049	99760	99760	99795	99795	1934	true	false	
1600092088	99795	99780	99830	99830	2926	true	false	
1600092090	99830	99830	99865	99865	684	true	false	
1600092097	99865	99850	99900	99900	2497	true	false	
1600092120	99900	99830	99910	99830	3947	true	false	
1600092309	99830	99795	99885	99795	11971	true	false	
1600092371	99795	99760	99845	99760	4276	true	false	
1600092387	99760	99725	99765	99725	1859	true	false	
1600092420	99725	99690	99730	99690	3609	true	false	
1600092480	99690	99655	99700	99655	3632	true	false	
1600092683	99655	99620	99710	99620	12305	true	false	
1600092683	99620	99585	99620	99585	30	true	false	
1600092732	99585	99550	99655	99655	8524	true	false	
1600092855	99655	99635	99690	99690	4380	true	false	
1600092859	99690	99690	99725	99725	1220	true	false	
1600092861	99725	99715	99760	99760	688	true	false	
1600092910	99760	99710	99795	99795	5105	true	false	
1600092933	99795	99725	99815	99725	3093	true	false	
1600093095	99725	99695	99795	99795	6873	true	false	
1600093168	99795	99755	99830	99830	4380	true	false	
1600093234	99830	99760	99845	99760	4208	true	false	
1600093326	99760	99725	99785	99725	4038	true	false	
1600093413	99725	99690	99755	99690	3942	true	false	
1600093618	99690	99655	99760	99760	9596	true	false	
1600093801	99760	99720	99795	99795	5923	true	false	
1600093827	99795	99785	99830	99830	1851	true	false	
1600093856	99830	99815	99865	99865	2634	true	false	
1600093872	99865	99840	99900	99900	2217	true	false	
1600093919	99900	99830	99925	99830	5596	true	false	
1600093937	99830	99795	99845	99795	2773	true	false	
1600093967	99795	99760	99850	99760	2990	true	false	
1600094003	99760	99750	99830	99830	2510	true	false	
1600094019	99830	99830	99865	99865	1153	true	false	
1600094024	99865	99860	99900	99900	1122	true	false	
1600094112	99900	99850	99935	99935	6352	true	false	
1600094119	99935	99920	99970	99970	2334	true	false	
1600094335	99970	99900	99995	99900	15465	true	false	
1600094400	99900	99880	99970	99970	4513	true	false	
1600094531	99970	99905	100005	100005	7595	true	false	
1600094531	100005	100005	100040	100040	313	true	false	
1600094576	100040	99970	100075	99970	9268	true	false	
1600094695	99970	99940	100040	100040	7711	true	false	
1600094760	100040	100035	100075	100075	643	true	false	
1600094760	100075	100075	100110	100110	0	true	false	
1600094761	100110	100110	100145	100145	169	true	false	
1600094874	100145	100120	100180	100180	5541	true	false	
1600095001	100180	100135	100215	100215	7962	true	false	
1600095056	100215	100145	100220	100145	4188	true	false	
1600095091	100145	100135	100215	100215	3108	true	false	
1600095422	100215	100160	100250	100250	16716	true	false	
1600095442	100250	100240	100285	100285	3303	true	false	
1600095488	100285	100250	100320	100320	4202	true	false	
1600095635	100320	100250	100350	100250	12316	true	false	
1600095694	100250	100215	100310	100215	7027	true	false	
1600095723	100215	100205	100285	100285	2186	true	false	
1600095902	100285	100240	100320	100320	6964	true	false	
1600095973	100320	100300	100355	100355	5189	true	false	
1600096042	100355	100285	100370	100285	6421	true	false	
1600096092	100285	100280	100355	100355	2631	true	false	
1600096463	100355	100300	100390	100390	14847	true	false	
1600096463	100390	100385	100425	100425	210	true	false	
1600096620	100425	100355	100440	100355	12457	true	false	
1600096852	100355	100320	100390	100320	9380	true	false	
1600096894	100320	100285	100330	100285	2477	true	false	
1600096999	100285	100270	100355	100355	7286	true	false	
1600097017	100355	100350	100390	100390	2088	true	false	
1600097200	100390	100320	100405	100320	9040	true	false	
1600097486	100320	100310	100390	100390	10420	true	false	
1600097608	100390	100380	100425	100425	6222	true	false	
1600097609	100425	100425	100460	100460	41	true	false	
1600097664	100460	100390	100465	100390	5744	true	false	
1600097991	100390	100365	100460	100460	14201	true	false	
1600098004	100460	100460	100495	100495	3181	true	false	
1600098004	100495	100495	100530	100530	44	true	false	
1600098005	100530	100510	100565	100565	1431	true	false	
1600098005	100565	100565	100600	100600	82	true	false	
1600098053	100600	100530	100635	100530	11152	true	false	
1600098097	100530	100495	100565	100495	3366	true	false	
1600098102	100495	100460	100495	100460	537	true	false	
1600098130	100460	100450	100530	100530	3509	true	false	
1600098184	100530	100490	100565	100565	3063	true	false	
1600098194	100565	100555	100600	100600	1424	true	false	
1600098561	100600	100530	100620	100530	19669	true	false	
1600098676	100530	100495	100590	100495	4660	true	false	
1600098709	100495	100485	100565	100565	2722	true	false	
1600098881	100565	100495	100570	100495	4996	true	false	
1600098914	100495	100460	100510	100460	3615	true	false	
1600099144	100460	100435	100530	100530	12392	true	false	
1600099592	100530	100485	100565	100565	14182	true	false	
1600099643	100565	100495	100595	100495	4978	true	false	
1600099663	100495	100460	100495	100460	2709	true	false	
1600100162	100460	100425	100520	100425	16536	true	false	
1600100314	100425	100400	100495	100495	11143	true	false	
1600100322	100495	100495	100530	100530	1847	true	false	
1600100467	100530	100460	100540	100460	5594	true	false	
1600100534	100460	100425	100480	100425	3506	true	false	
1600100576	100425	100390	100435	100390	2127	true	false	
1600100671	100390	100370	100460	100460	7032	true	false	
1600101019	100460	100395	100495	100495	13021	true	false	
1600101026	100495	100490	100530	100530	1270	true	false	
1600101077	100530	100460	100540	100460	3699	true	false	
1600101138	100460	100425	100470	100425	3616	true	false	
1600101500	100425	100400	100495	100495	13049	true	false	
1600102080	100495	100445	100530	100530	16529	true	false	
1600102080	100530	100530	100565	100565	0	true	false	
1600102080	100565	100565	100600	100600	98	true	false	
1600102197	100600	100565	100635	100635	6725	true	false	
1600102326	100635	100565	100660	100565	8991	true	false	
1600102438	100565	100530	100585	100530	5668	true	false	
1600102454	100530	100495	100535	100495	1621	true	false	
1600102502	100495	100460	100505	100460	3553	true	false	
1600102507	100460	100425	100465	100425	898	true	false	
1600102821	100425	100390	100480	100390	18192	true	false	
1600102839	100390	100355	100395	100355	4114	true	false	
1600103545	100355	100320	100395	100320	25790	true	false	
1600103556	100320	100285	100325	100285	1784	true	false	
1600103659	100285	100250	100355	100355	8370	true	false	
1600103801	100355	100285	100375	100285	5713	true	false	
1600104668	100285	100250	100350	100250	19260	true	false	
1600104680	100250	100215	100250	100215	1507	true	false	
1600104946	100215	100180	100285	100180	8705	true	false	
1600105231	100180	100145	100250	100250	10458	true	false	
1600105357	100250	100180	100270	100180	3392	true	false	
1600105755	100180	100145	100225	100145	10084	true	false	
1600105755	100180	100145	100225	100145	10084	true	false	
1600105755	100180	100145	100225	100145	10084	true	false	
